Entity,Code,Year,"Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 15-19 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 20-24 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 25-29 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 30-34 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 35-39 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 40-44 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 45-49 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 50-54 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 55-59 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 60-64 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 65-69 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 70-74 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 75-79 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 80-84 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: over 85 years"
New Zealand,NZL,1971,5.6667924,8.966695,7.3917637,5.9136605,13.351135,11.801242,17.80038,20.4947,16.666666,19.247595,12.181617,19.548872,16.129032,7.380074,12.195122
New Zealand,NZL,1972,4.3572984,9.925558,9.528347,13.69863,8.5078535,14.962593,13.827782,18.957346,20.39275,15.926236,17.782427,24.285715,15.730337,3.6231885,23.809525
New Zealand,NZL,1973,6.8051577,8.227067,8.306415,9.169364,7.756949,8.821676,18.22753,23.458445,15.945331,20.01668,14.477766,22.566996,24.553572,18.115942,17.964071
New Zealand,NZL,1974,4.4920526,9.207366,10.358222,8.776459,12.4533,15.1706705,16.290728,12.337663,21.390375,25.264874,19.153225,23.19236,6.507592,14.760148,17.44186
New Zealand,NZL,1975,6.713662,12.475634,10.313531,8.016032,14.925373,15.31589,18.832392,12.787724,19.711903,22.50804,19.821606,13.280212,10.504202,25.547445,23.391813
New Zealand,NZL,1976,4.9636,10.301412,11.222445,8.85391,9.476031,15.614834,15.49907,14.084507,22.578295,24.371069,17.75701,23.4375,21.91235,9.615385,6.329114
New Zealand,NZL,1977,8.389803,17.221134,16.872429,15.827338,18.579235,16.393442,19.21845,18.880209,20.648968,16.313213,19.08397,14.267185,21.526419,25.316456,18.98734
New Zealand,NZL,1978,5.71066,14.241724,12.068248,9.9773245,10.741138,14.781491,18.794556,15.954052,21.321962,25.974026,13.786765,24.752476,24.528301,13.513514,10.752688
New Zealand,NZL,1979,7.29464,9.19188,13.102283,11.358672,11.2,12.002527,20.489094,17.263428,16.083916,19.785656,14.545455,20.432692,25.362318,16.835016,5.1282053
New Zealand,NZL,1980,10.828026,17.622797,14.388489,12.722647,12.624934,11.557178,10.832769,21.766966,13.831259,12.295082,15.384615,22.093023,23.172905,22.50804,30.612246
New Zealand,NZL,1981,5.550114,15.745149,10.739364,11.292346,15.400411,11.668612,16.260162,12.353706,17.041582,19.700552,13.297873,26.255709,18.965517,24.464832,14.150944
New Zealand,NZL,1982,5.9622393,15.974441,13.742927,14.583333,14.105059,10.722347,12.145749,15.171504,31.864407,20.04626,18.453426,27.901785,16.666666,29.585798,13.57466
New Zealand,NZL,1983,7.9946704,15.742642,14.464425,11.1248455,15.475649,15.899123,11.920529,13.990673,18.367348,14.200299,26.619343,16.357689,22.50804,14.245014,8.849558
New Zealand,NZL,1984,8.300133,15.851602,18.695154,15.510204,12.942191,15.541265,14.781491,14.915255,18.39237,18.208303,16.114594,19.23077,24.84472,38.14714,17.167381
New Zealand,NZL,1985,9.868421,15.358362,13.513514,11.285772,8.823529,11.029411,14.2063,14.43299,16.949152,11.453114,22.261799,20.942408,21.18003,15.665796,8.333333
New Zealand,NZL,1986,12.603648,18.821022,15.873015,12.4298315,16.998343,18.935516,13.633669,20.746887,15.530047,20.216606,19.197208,14.59854,22.058823,22.900763,11.494253
New Zealand,NZL,1987,11.826544,27.737753,23.021584,15.306123,12.417218,14.684288,18.87872,18.49315,23.858213,12.921752,15.450644,11.398964,24.285715,39.02439,14.925373
New Zealand,NZL,1988,17.792421,28.11245,18.761063,18.49711,11.681269,14.63645,18.847006,15.68895,20.775623,22.873482,14.202172,25.987526,26.31579,23.419203,3.7037036
New Zealand,NZL,1989,19.46962,26.98706,23.681377,13.197587,12.583893,15.315315,16.802168,17.333334,10.438414,17.167381,20.358307,17.801046,9.4722595,24.608501,17.857143
New Zealand,NZL,1990,15.130674,31.687546,19.057894,14.727541,17.255547,14.718615,14.5317545,16.066837,17.655367,15.691869,11.1376295,14.507772,17.195766,21.645021,13.422819
New Zealand,NZL,1991,15.646731,27.816412,22.951977,17.296152,16.483517,15.99016,21.06886,16.636957,9.040334,12.303486,13.69863,13.645225,12.787724,14.767933,3.1847134
New Zealand,NZL,1992,15.714286,29.17954,25.493717,14.487755,14.97121,13.883218,16.113281,17.094017,18.698061,23.448277,9.826153,14.204545,10.050251,14.198783,18.292683
New Zealand,NZL,1993,14.652015,29.401709,18.14882,18.593645,13.478098,13.398294,16.032982,10.602678,11.604095,11.863224,14.992504,11.937557,15.094339,9.746589,5.8139534
New Zealand,NZL,1994,20.817844,27.854195,19.209858,21.042084,11.619463,15.181782,14.769766,13.594345,15.312916,17.692852,14.880953,21.314386,12.658228,26.31579,19.337017
New Zealand,NZL,1995,21.973928,34.170155,23.655914,16.616816,16.50281,14.832162,18.295218,15.915119,14.6964855,10.064702,19.302153,13.986014,18.495684,18.181818,7.9575596
New Zealand,NZL,1996,21.81146,29.946524,25.677101,22.900763,16.598915,11.746874,15.2856,12.926577,14.589665,10.909091,14.814815,19.031141,9.557945,17.730497,15.345268
New Zealand,NZL,1997,26.656794,25.659824,29.13303,23.849512,16.83724,18.860947,12.409928,14.236623,14.026885,13.052937,9.730539,14.629949,11.587485,15.706806,12.224939
New Zealand,NZL,1998,23.994093,27.861446,28.469751,18.448923,18.122978,20.231215,15.917231,10.5795765,16,15.691869,11.329305,18.707483,15.642458,13.864818,9.302325
New Zealand,NZL,1999,17.683466,27.88104,24.199957,20.109066,19.44409,16.87289,12.950826,14.376579,12.667989,10.28736,6.808382,15.118427,13.958982,13.805004,6.5789475
New Zealand,NZL,2000,15.358174,21.220575,26.371504,18.839487,16.343534,10.666483,11.659994,12.996269,14.004093,10.499376,10.690287,10.890509,5.265929,15.027551,12.568077
New Zealand,NZL,2001,15.491588,26.214884,22.939346,21.261274,18.587967,20.549791,10.702546,9.3839245,10.569707,13.050774,12.979081,10.760698,17.609282,20.80333,8.035356
New Zealand,NZL,2002,13.944084,21.12251,20.640654,19.076168,18.719826,15.683199,13.03441,12.216973,13.990207,10.695188,10.546934,9.924737,6.139364,9.196812,17.516544
New Zealand,NZL,2003,17.261805,16.498098,18.737791,18.642172,19.753736,16.183798,17.000036,16.58442,11.655012,14.034267,8.854781,14.097355,18.036072,20.54895,11.426395
New Zealand,NZL,2004,16.642813,22.099834,19.699,15.133172,18.914688,14.886029,14.252937,9.516257,14.599832,11.808367,7.86557,10.817107,13.864132,12.771392,16.949152
New Zealand,NZL,2005,14.702039,21.845417,22.276937,18.741268,18.17002,15.747059,13.844336,15.186324,17.815483,8.222332,12.266594,4.172926,11.77394,8.2872925,12.614885
New Zealand,NZL,2006,19.454012,19.918951,20.355648,16.432417,16.956202,16.745224,12.452484,16.309502,18.929262,8.571734,9.001479,13.314471,3.8610039,8.088433,20.639835
New Zealand,NZL,2007,12.831748,17.739569,15.418171,19.0771,19.3971,17.268446,15.017414,15.559013,12.756677,10.127608,6.1297045,7.352941,9.582215,17.161716,11.477291
New Zealand,NZL,2008,17.362726,21.914299,17.217379,15.131385,15.362949,14.9633875,16.577005,15.560541,16.810167,10.868538,9.037778,9.5298605,5.7383323,14.155192,10.980392
New Zealand,NZL,2009,17.01838,19.71868,12.472383,18.23595,13.3251,15.703618,15.493787,16.202318,16.175995,10.849419,4.660918,9.213052,7.6343164,20.163832,13.507429
New Zealand,NZL,2010,15.821312,19.352179,16.99147,17.07942,17.927692,16.04158,18.286068,14.755336,13.131192,11.292074,8.513536,10.224949,9.508415,12.391574,12.83697
New Zealand,NZL,2011,18.908953,21.22424,17.027073,14.314028,12.396267,12.151057,15.680371,13.064451,13.212606,11.390483,6.660376,4.1330853,7.55501,12.109469,12.311901
New Zealand,NZL,2012,24.094837,22.108482,16.115494,12.259763,15.341253,19.18772,15.647453,15.391669,12.137303,8.00708,4.713276,7.865242,14.783332,9.561372,15.80403
New Zealand,NZL,2013,17.602816,18.09926,11.893178,14.386366,15.922991,14.215315,19.554417,16.899971,15.089063,11.206109,5.3468137,9.090319,8.231205,12.181752,16.059958
New Zealand,NZL,2014,12.18217,15.217521,15.467904,15.937948,14.407976,17.525133,13.991351,15.74114,13.587588,13.8797035,6.8522563,10.875615,5.2180266,11.20504,15.737927
New Zealand,NZL,2015,17.995264,15.944725,16.009478,14.633126,16.068657,11.963656,15.639213,16.638935,11.834525,14.391653,9.302737,6.053635,14.156639,12.012733,8.741259
New Zealand,NZL,2016,13.823654,19.494295,20.106743,16.054049,11.468096,18.245148,15.078929,15.461559,16.555452,10.504406,9.856861,4.7074056,9.379764,11.894142,14.449127
Nicaragua,NIC,2005,12.64087,16.817793,11.650765,9.418536,7.490124,9.101045,8.255378,4.4262476,10.943014,3.9706962,6.157939,8.1171465,13.907239,3.964007,6.52486
Nicaragua,NIC,2006,7.6589713,13.993045,10.469356,6.8287873,6.946747,7.080015,6.795931,3.6557915,11.836121,5.993527,4.8004227,7.9293337,6.773385,7.578628,5.934014
Nicaragua,NIC,2007,10.177,12.840993,10.7428055,10.038784,5.7968893,6.9496007,7.082271,7.98216,10.701809,4.072573,6.9743924,0,2.1996877,3.638613,5.4854636
Nicaragua,NIC,2008,13.155372,15.156701,9.465216,9.96491,6.4726825,8.956529,8.18927,4.809681,8.929859,5.17352,3.3784926,3.0140455,6.4205456,10.507145,5.1554365
Nicaragua,NIC,2009,7.914022,14.07851,14.319251,8.967435,6.5258965,8.743888,6.4427023,5.129353,5.627497,9.20669,7.70662,1.4643432,2.0772314,3.3768952,0
Nicaragua,NIC,2010,8.084215,10.978803,11.090265,8.244079,9.589277,9.524814,6.3320947,5.4437814,6.9669013,8.750267,2.1793852,5.676577,4.0222025,13.034836,9.5120325
Nicaragua,NIC,2011,10.196815,13.100084,9.092182,9.694306,4.760003,7.9069614,6.99336,5.319102,10.415182,7.2022758,6.5794525,2.7582023,1.9600157,9.458352,13.162513
Nicaragua,NIC,2012,6.9048796,12.02204,9.172563,8.330799,5.621983,6.675907,4.5717072,4.3445206,6.282163,6.505599,7.8253384,1.3319304,3.8160655,9.173751,0
Nicaragua,NIC,2013,9.238219,10.966607,9.107679,8.473072,6.672202,6.1215806,7.455815,6.826026,7.060473,4.3820567,9.083993,9.012373,9.2652645,0,3.9138944
Nicaragua,NIC,2014,7.847471,7.9582987,9.767411,6.674755,6.690002,4.71416,4.725915,5.4480157,7.8134537,3.986817,10.083468,5.0280313,1.7934003,11.486331,3.7774336
Nicaragua,NIC,2015,7.900402,10.126717,7.064292,8.4557495,6.2349753,9.084225,4.5897956,3.7019517,2.8460972,6.7804966,2.1227818,3.7295806,5.190401,0,14.758513
Nicaragua,NIC,2016,8.93287,10.652304,9.814265,7.17352,6.01953,6.2928357,5.463716,2.8250868,6.02418,3.4923923,5.882699,6.2481256,3.354804,2.6849241,0
Nicaragua,NIC,2017,6.4733944,10.379087,9.042331,7.8299484,6.455764,8.1842785,6.580701,3.559099,6.3559227,8.890568,4.421375,3.8180568,1.6149088,2.6028788,3.2703252
Nicaragua,NIC,2018,7.97932,11.303019,7.254074,7.3924174,5.618188,8.157376,5.0614333,6.1851525,6.2366633,5.3477936,6.3493576,12.908556,7.774115,2.5197804,6.287331
Nicaragua,NIC,2019,8.807512,9.519713,9.806417,8.439438,6.2654743,5.9058022,4.8650556,5.2708063,4.8081965,2.5859306,2.1655333,10.161827,1.512013,4.8620396,12.2245655
Nicaragua,NIC,2020,8.623249,10.432575,10.493883,7.4673347,8.491428,6.1729126,5.850656,5.1113358,5.1409698,4.515103,5.353964,9.591062,4.471472,7.008527,0
Nicaragua,NIC,2021,6.1109853,11.834401,12.918005,10.292227,8.916768,9.159585,6.760792,6.353285,5.883663,4.899295,4.4219,8.827586,3.000525,4.499539,8.433837
North Macedonia,MKD,1991,5.040958,8.586526,4.5841517,3.9708803,5.513439,9.486166,12.922465,16.177958,15.03006,11.083744,14.128729,30.985916,18.181818,66.666664,18.348623
North Macedonia,MKD,1992,1.8703241,5.940594,1.965924,2.6791694,11.612021,6.859756,11.79941,11.258956,12.922465,13.317191,22.796352,22.277227,40.16064,63.291138,65.42056
North Macedonia,MKD,1993,3.7128713,4.596192,5.913272,10.1488495,8.207934,9.715994,7.582938,11.167513,18.181818,14.084507,16.41791,15.3172865,31.390135,53.57143,18.348623
North Macedonia,MKD,1994,3.6832414,3.257329,5.2875085,7.4074073,4.7978067,10.19665,10.009099,11.022044,11.470282,10.123734,13.293943,15.779093,28.846153,34.285713,27.027027
North Macedonia,MKD,1995,1.216545,6.4267354,5.291005,5.3691278,10.183299,7.8796563,6.8259387,8.14664,13.555787,8.781559,19.97147,11.627907,25.862068,46.783627,43.85965
North Macedonia,MKD,1996,2.4198427,6.3091483,3.97351,6.008011,7.4324327,14.025246,12.16545,17.364658,7.415254,11.827957,6.9252076,26.365349,11.406844,70.0637,17.241379
North Macedonia,MKD,1997,3.0066144,6.242197,2.635046,11.250827,8.81356,11.764706,8.553655,11.099899,6.3965883,18.104366,10.854816,20.03643,40.133778,42.553192,50.42017
North Macedonia,MKD,1998,4.1841006,5.569307,4.581152,7.2273326,7.4626865,7.580979,13.646702,9.708738,9.49367,12.9449835,17.015707,25.044724,26.627218,23.255814,85.106384
North Macedonia,MKD,1999,4.1741204,5.5214725,6.506181,7.2320843,6.0728745,9.615385,10.393467,8.29493,16.806723,17.621145,21.303259,22.968199,40.760868,39.68254,40.816326
North Macedonia,MKD,2000,2.3894863,5.4811206,7.0648685,7.265522,12.7602415,15.027323,8.708273,6.118881,8.474576,8.888889,15.853659,20.477816,23.746702,21.582733,10.204082
North Macedonia,MKD,2001,3.000426,3.0329683,4.421509,4.636959,7.3652987,5.4395866,12.808744,13.29953,10.625863,13.528443,15.561408,23.15121,43.522785,18.99696,31.236984
North Macedonia,MKD,2002,1.2071245,4.967124,6.5121975,4.727366,10.013685,7.487934,9.817396,12.716276,5.234999,15.804744,15.398829,14.675907,17.562346,55.738255,61.44016
North Macedonia,MKD,2003,3.0184488,6.129667,3.881862,6.0691476,4.6505446,7.500034,10.467113,9.302686,8.055746,12.267612,9.592096,21.956995,22.144035,39.74563,52.17845
North Macedonia,MKD,2004,2.4255655,4.256406,7.6887097,9.43123,7.9901457,6.116208,15.973442,10.6377325,4.773543,25.557543,24.398575,20.978182,26.615694,32.27889,51.53311
North Macedonia,MKD,2005,2.45047,3.6310601,3.8123317,6.015239,8.7282295,10.852756,11.732067,12.651069,10.868581,7.8445435,11.04308,11.638903,13.974287,40.451256,35.21127
North Macedonia,MKD,2006,1.8508122,8.469193,5.6777678,3.2972178,4.7393365,10.150773,8.934155,13.865172,14.633726,12.399396,6.2013197,27.045877,26.959627,26.259356,75.09118
North Macedonia,MKD,2007,1.8664842,6.0572286,4.9894285,6.54172,4.0658946,8.740671,8.962241,16.54569,6.6093307,14.482098,16.201395,16.863407,32.865906,21.165813,49.608097
North Macedonia,MKD,2008,3.7999456,4.2406507,6.7775726,4.551247,4.062921,5.352352,11.7441435,10.0140915,15.316034,7.496653,22.166395,17.044003,29.424746,33.104362,64.59948
North Macedonia,MKD,2009,3.863092,4.2608624,3.6676834,4.5106583,7.4442024,5.366318,13.082426,14.224043,12.652322,16.2206,13.495607,14.418987,34.010204,24.263012,60.90664
North Macedonia,MKD,2010,1.3082242,3.074596,3.0409372,3.193011,6.0446906,8.120069,6.8713884,10.5966625,15.489707,11.526713,4.9421153,14.450032,17.383242,7.768197,8.2678795
North Macedonia,MKD,2011,2.6815581,1.8574816,1.2151923,4.435433,3.9779885,3.4128761,7.5413747,16.177473,12.136383,7.3070707,9.922358,16.049023,24.400316,18.61712,39.45707
North Macedonia,MKD,2012,3.4645474,2.4980173,6.6919746,4.3854976,9.866474,5.469487,12.942867,11.997939,13.457844,15.786842,17.139639,18.989468,12.908461,32.49215,45.70732
North Macedonia,MKD,2013,2.8667464,3.813107,9.734847,11.138476,5.885661,10.930978,4.747855,10.602281,11.152831,11.975433,14.081697,20.109163,18.547714,30.867373,29.58361
North Macedonia,MKD,2015,0.7694912,1.968349,1.8515661,1.2213889,3.8510418,3.3872585,8.910457,7.725316,13.198223,10.667367,6.297097,14.305537,15.016142,21.602272,47.602856
North Macedonia,MKD,2016,0.7891103,4.035241,2.4857225,2.440319,2.5458734,6.6831517,6.9085107,7.70497,10.206164,14.461781,8.981767,8.613883,20.767256,29.73182,32.204044
North Macedonia,MKD,2017,0,0.69502366,1.879711,2.4428377,3.7736561,1.987163,4.8398695,8.344053,7.301242,16.608538,11.492712,5.6525917,15.048909,40.562073,36.91626
North Macedonia,MKD,2018,2.4826422,2.8746164,3.8243113,4.272748,4.968111,3.9472387,7.5966325,8.294911,7.3055625,8.63551,10.259471,8.076783,16.567263,20.269293,23.220713
North Macedonia,MKD,2019,0,3.72895,1.2955382,4.903553,3.6952183,5.2122016,7.5871487,8.305073,7.2701893,9.350163,5.4786015,1.2658228,14.530132,26.102089,43.8813
North Macedonia,MKD,2020,4.2797227,1.5432456,1.9745026,2.476458,3.0639884,2.5822113,3.4223368,5.5832,5.8006325,17.033928,8.958165,9.615847,16.437756,8.716622,47.50594
North Macedonia,MKD,2021,1.9224299,6.5695004,4.3049636,3.2493644,4.7102785,4.6806984,7.1177754,7.959059,4.6965995,11.218398,11.384833,7.794753,12.668307,8.55115,28.570068
Norway,NOR,1951,0.4935834,1.7644464,6.957866,6.3957863,11.572227,11.054421,5.9963098,12.948207,12.903226,16.642548,12.60126,10.055866,9.67742,11.627907,9.389671
Norway,NOR,1952,2.0010004,4.0540543,6.374502,6.721434,6.3542495,12.541806,7.776761,13.738959,12.507107,18.335684,13.961606,11.135858,17.133957,11.363636,9.21659
Norway,NOR,1953,0.49925113,3.2243207,6.597938,6.703911,7.1005917,11.943987,11.775362,16.488846,22.626932,19.89026,16.115353,14.364641,7.5642967,2.7548208,0
Norway,NOR,1954,1.9607843,4.730369,5.1129103,5.561735,8.2938385,9.779951,13.845467,13.922228,17.195057,13.280212,24.026512,16.429354,4.398827,10.695188,4.5045047
Norway,NOR,1955,1.8993353,1.4527845,7.8226857,8.295626,9.356725,12.924071,14.0166445,15.67696,14.690452,15.37476,9.716599,14.925373,7.2254333,7.731959,4.464286
Norway,NOR,1956,0.9302326,7.4257426,3.550821,6.2402496,9.132421,11.67002,12.05857,14.622642,18.022657,13.011152,20.504732,10.351967,5.7636886,2.4752476,4.4052863
Norway,NOR,1957,0.45433894,4.511278,4.5289855,8.028904,6.4102564,10.416667,10.58425,21.505377,18.255579,11.411411,13.846154,13.065327,15.759313,9.569378,0
Norway,NOR,1958,1.3094718,2.4975026,3.2407408,8.291874,7.5159717,9.159698,17.492712,18.047201,15.538847,11.065812,17.950636,10.784314,8.510638,16.35514,4.237288
Norway,NOR,1959,1.2427506,5.4027505,5.714286,6.423983,10.093458,8.775429,16.481253,18.69585,15.873015,12.471655,15.217391,18.216682,11.220197,9.070294,8.333333
Norway,NOR,1960,1.947799,5.744375,5.389515,9.644893,6.08365,10.2402525,11.875512,13.422819,13.77275,13.311148,9.810792,4.6948357,6.8681316,6.7114096,0
Norway,NOR,1961,1.0733453,4.239284,8.142493,8.648156,9.932459,10.769231,9.4185095,13.198416,13.157895,12.5408945,6.048387,14.519056,10.596026,6.6518846,3.8022814
Norway,NOR,1962,3.003003,3.6680422,5.652621,11.617101,11.042945,10.691104,8.964955,15.982721,22.727272,12.875537,13.046314,13.297873,7.7021823,8.849558,3.7313433
Norway,NOR,1963,0.64102566,3.954306,5.620848,8.072175,11.834319,12.962257,17.813765,15.312633,13.409962,15.352038,15.862945,12.964563,12.547051,6.6079297,10.989011
Norway,NOR,1964,2.2075055,4.1562757,6.012024,7.804878,7.4235806,5.323194,16.990292,16.863407,13.666352,16.24738,9.919405,10.878661,13.5970335,17.50547,7.168459
Norway,NOR,1965,2.2130888,5.861665,7.808687,10.526316,8.0609045,14.335529,12.370311,11.3302555,18.047201,9.345795,17.021276,8.906882,10.909091,8.5470085,14.084507
Norway,NOR,1966,4.507405,3.9869518,3.8186157,6.6632495,9.610984,12.024048,11.301637,15.468227,13.199818,13.9031925,9.563658,11.755486,10.613208,4.132231,10.452962
Norway,NOR,1967,2.3033893,4.3933764,4.6511626,5.690636,8.874358,11.129431,13.152804,17.069109,12.0697365,10.73071,11.764706,17.490494,8.045977,5.9880238,3.4364262
Norway,NOR,1968,3.3167496,6.800518,3.5730236,9.259259,13.8490925,14.486579,14.280201,15.295577,15.404929,13.14459,10.428737,12.527635,10,7.6923075,9.708738
Norway,NOR,1969,3.3233633,4.450095,6.3211126,6.04534,12.738853,16.285212,14.236245,16.528925,17.452007,18.924303,10.303377,7.204611,12.889366,7.5614367,3.1545742
Norway,NOR,1970,1.3258203,6.0413356,9.88533,9.813542,12.575453,14.884979,13.322884,16.313213,16.934433,16.144814,11.925042,13.446568,5.2029138,9.276438,6.21118
Norway,NOR,1971,2.2988505,7.756949,9.513355,7.2011523,11.311054,19.363762,14.592623,13.545816,12.54868,10.587103,15.78354,9.756098,10.10101,10.869565,3.058104
Norway,NOR,1972,3.5807292,11.532125,8.84053,7.9365077,12.98027,11.288805,19.190655,13.823065,15.934539,16.07565,12.856344,15.068493,10.784314,5.291005,8.955224
Norway,NOR,1973,5.8403635,6.655574,7.350591,13.094719,8.691207,11.197663,15.789474,19.68504,15.778252,14.331946,13.751375,8.713137,7.5329566,13.377927,8.67052
Norway,NOR,1974,4.536617,14.295213,8.274984,10.970464,15.143867,15.755785,16.021362,26.31579,15.391192,18.43318,17.419706,5.9920106,12.104283,9.852217,5.6980057
Norway,NOR,1975,4.860661,11.916584,11.738579,7.895776,11.776251,16.675089,17.783857,17.6,14.7617035,17.4232,11.745862,17.116524,12.762078,7.911392,8.264462
Norway,NOR,1976,8.77478,9.511315,13.504823,9.120759,11.010053,20.62919,15.84343,19.023987,23.06425,14.16819,18.887724,13.037809,11.607142,13.719512,5.319149
Norway,NOR,1977,8.469055,13.658537,13.10616,13.554728,16.286646,17.699116,19.477434,22.13708,15.522876,10.909091,19.58763,14.184397,11.353712,11.74743,12.755102
Norway,NOR,1978,7.152146,17.509727,12.545395,14.901198,17.841213,13.44364,19.408054,19.366198,21.606197,14.4404335,16.235413,14.649681,10.282776,9.929078,7.29927
Norway,NOR,1979,5.487411,15.513898,18.17581,10.790225,13.06914,18.734177,18.40796,28.623354,21.138212,16.230839,22.601707,14.392991,5.907173,5.5172415,11.600928
Norway,NOR,1980,7.9643197,16.14987,15.1565075,12.337868,13.817608,13.786312,19.387754,23.266636,21.514275,21.78746,16.483517,17.167381,13.300083,10.752688,11.061947
Norway,NOR,1981,7.207772,16.823034,12.716009,16.677357,16.782196,15.85776,20.84419,27.091255,23.931623,18.671299,15.430562,14.449127,13.934426,6.56168,8.438819
Norway,NOR,1982,10.484119,13.915857,16.462234,13.063357,21.363174,21.962616,23.659306,25.20601,24.197096,21.533161,17.821783,16.548464,10.500808,15.345268,4.032258
Norway,NOR,1983,9.720534,15.811552,15.755627,15.779093,14.901198,16.569637,27.154047,29.193468,30.468395,25.784271,16.707617,13.364323,19.10828,9.96264,15.355086
Norway,NOR,1984,9.003601,22.450289,13.461538,15.784282,14.906438,18.61252,22.994379,17.250128,29.10798,22.707798,28.935753,17.251293,13.26053,10.948905,9.191176
Norway,NOR,1985,10.460251,19.620253,20.153551,18.979057,17.998106,16.231195,22.354694,21.320852,24.531025,18.316616,12.560387,13.157895,19.08397,5.973716,10.638298
Norway,NOR,1986,9.273108,15.542431,13.751199,18.764154,18.861893,19.385515,21.812893,24.933687,21.611002,19.828753,16.973125,18.792711,11.985019,10.56338,6.9204154
Norway,NOR,1987,7.7914295,20.091324,20.382166,18.84984,13.671875,23.105675,24.03393,25.709694,22.044088,21.79963,22.440393,22.624434,10.279001,18.47575,18.092106
Norway,NOR,1988,13.01059,20.590868,23.66677,19.968304,20.935558,20.772476,26.6486,24.481108,24.539877,22.541965,20.512821,16.264723,16.606499,19.318182,15.948963
Norway,NOR,1989,12.368584,20.100502,18.443264,18.284994,17.997383,20.038168,24.765158,20.323086,23.048717,20.307083,20.455603,17.89709,23.571428,15.572859,13.975155
Norway,NOR,1990,12.686331,15.990524,17.316017,17.322834,18.910988,21.573605,24.028835,17.730497,24.180548,22.312374,26.502604,19.251925,19.148935,18.498367,7.5872536
Norway,NOR,1991,13.403073,18.699911,19.189766,17.029327,16.774193,19.935692,23.694927,20.276953,24.671053,27.93585,20.0391,21.436228,15.503876,17.021276,17.804153
Norway,NOR,1992,11.900714,21.39673,14.974544,15.413652,15.31589,20.301245,17.887857,23.076923,16.030956,16.842106,21.094927,20.159151,19.539429,18.73049,11.560694
Norway,NOR,1993,10.934744,16.78154,14.736221,18.454802,15.84786,19.749836,18.396847,16.11418,11.513158,18.240343,20.736134,15.84786,22.053757,16.32653,18.413597
Norway,NOR,1994,11.623683,13.732072,16.889925,16.114038,15.428211,12.159054,16.388174,20.408163,17.130621,13.1723385,17.08489,14.71361,16.438356,4.0241446,11.080333
Norway,NOR,1995,13.372957,14.995314,11.901306,15.892421,14.42911,17.962116,19.18772,13.821138,13.499481,15.721505,22.367702,17.075773,14.745308,15.9045725,2.688172
Norway,NOR,1996,10.154193,16.430412,16.589058,13.525699,13.178537,12.588767,13.9248705,17.280241,14.690983,9.142858,21.11111,15.384615,17.578125,7.8431373,15.706806
Norway,NOR,1997,10.926903,14.0656395,11.956839,12.418687,12.218045,20.753511,16.150297,15.717778,16.732283,19.562716,15.2370205,14.100395,19.267822,15.429123,15.267176
Norway,NOR,1998,9.792844,21.468143,15.262694,18.615475,12.764632,14.593908,13.5851555,19.352686,16.965128,16.54307,16.62844,13.34881,11.479591,9.469697,9.9009905
Norway,NOR,1999,16.2077,21.286106,18.170174,16.330086,14.150972,14.168989,20.50529,14.031012,15.121259,15.591677,23.445559,14.317674,12.655104,5.6311064,14.515193
Norway,NOR,2000,13.55034,17.338848,16.68816,15.7315,15.7315,15.6617565,19.712202,12.654326,13.736378,12.416593,14.385816,15.811526,10.883483,11.911962,10.6723585
Norway,NOR,2001,10.8580885,18.98018,14.958397,13.080035,15.161019,16.587536,17.19869,17.07768,14.61949,19.478092,13.415534,13.586537,15.108618,13.274454,9.282573
Norway,NOR,2002,9.624568,13.870688,15.800743,13.644426,14.310873,13.412979,13.47,9.353818,17.882498,15.863675,10.434121,16.899715,12.773539,12.173595,12.463318
Norway,NOR,2003,10.871534,16.390099,13.633537,14.589395,13.78059,14.559964,13.375669,14.095804,16.752594,11.760036,12.168337,10.165701,15.852011,6.0026584,8.838607
Norway,NOR,2004,11.250453,16.784891,16.355682,9.003985,13.307473,16.24068,21.810802,14.070116,12.372886,13.870074,17.209866,12.959999,11.263639,10.980843,14.009225
Norway,NOR,2005,8.160101,16.760183,19.028772,15.060152,17.982832,15.663735,13.824263,12.306587,18.947075,11.674565,8.613166,10.570196,14.278881,13.56415,4.1419444
